district_name,state,flood_risk_level,flood_risk_score,corrected_percent_flooded_area,percent_flooded_area,permanent_water_percent,total_flood_events,total_flood_duration_days,avg_flood_duration_days,max_flood_duration_days,total_human_fatalities,avg_human_fatalities_per_event,max_human_fatalities_single_event,total_human_injured,total_human_displaced,total_animal_fatalities,monsoon_flood_events,heavy_rain_flood_events,recent_flood_events_2010_2023,has_historical_flood_record,has_detailed_rainfall_data,actual_rainfall_sw_monsoon_mm,normal_rainfall_sw_monsoon_mm,sw_monsoon_departure_percent,actual_rainfall_ne_monsoon_mm,normal_rainfall_ne_monsoon_mm,ne_monsoon_departure_percent,actual_rainfall_winter_mm,normal_rainfall_winter_mm,actual_rainfall_hot_weather_mm,normal_rainfall_hot_weather_mm,total_actual_rainfall_mm,total_normal_rainfall_mm,annual_rainfall_departure_percent,monsoon_intensity_ratio
Nayagarh,Odisha,High,52.68,4.447805894,4.840654376,0.392848482,26.0,717.0,27.576923076923077,365.0,1815.0,69.8076923076923,1025.0,1.0,0.0,89266.0,22.0,8.0,8.0,1,0,,,,,,,,,,,,,,
Neemuch,Madhya Pradesh,Moderate,33.13,0.047005244,1.80618778,1.853193024,12.0,78.0,6.5,14.0,322.0,26.833333333333332,158.0,2.0,0.0,2000.0,11.0,6.0,2.0,1,0,,,,,,,,,,,,,,
New Delhi,Delhi,High,36.11,0.014199219,0.014199219,0.0,38.0,101.0,2.6578947368421053,22.0,64.0,1.6842105263157894,8.0,61.0,0.0,25.0,36.0,34.0,5.0,1,0,,,,,,,,,,,,,,
Nicobars,Unknown,Low,0.15,0.090612489,0.090612489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Nirmal,Telangana,Moderate,23.84,1.150118153,2.495939442,1.345821289,3.0,30.0,10.0,21.0,45.0,15.0,44.0,0.0,0.0,300.0,3.0,1.0,1.0,1,0,,,,,,,,,,,,,,
Niwari,Madhya Pradesh,Moderate,33.32,2.138521976,2.347448333,0.208926357,8.0,65.0,8.125,14.0,158.0,19.75,90.0,0.0,0.0,2000.0,8.0,3.0,0.0,1,0,,,,,,,,,,,,,,
Nizamabad,Telangana,High,41.32,0.044851377,1.414979667,1.37012829,28.0,237.0,8.464285714285714,31.0,833.0,29.75,262.0,9.0,2.0,26814.0,26.0,19.0,18.0,1,0,,,,,,,,,,,,,,
Noney,Manipur,Moderate,28.56,2.67719437,2.73207358,0.05487921,5.0,29.0,5.8,17.0,56.0,11.2,56.0,18.0,5.0,0.0,4.0,1.0,1.0,1,0,,,,,,,,,,,,,,
North,Unknown,High,35.17,1.725427554,1.725427554,0.0,19.0,63.0,3.3157894736842106,22.0,85.0,4.473684210526316,33.0,44.0,0.0,129.0,17.0,15.0,2.0,1,0,,,,,,,,,,,,,,
North 24 Parganas,West Bengal,Very High,68.63,11.22559097,18.6648469,7.43925593,48.0,893.0,18.604166666666668,365.0,3620.0,75.41666666666667,1258.0,49.0,0.0,203064.0,43.0,30.0,7.0,1,0,,,,,,,,,,,,,,
North District,Delhi,Moderate,32.36,0.063647516,0.608832673,0.545185157,19.0,63.0,3.3157894736842106,22.0,85.0,4.473684210526316,33.0,44.0,0.0,129.0,17.0,15.0,2.0,1,0,,,,,,,,,,,,,,
North East,Delhi,Moderate,30.4,1.464774777,1.464774777,0.0,16.0,42.0,2.625,22.0,18.0,1.125,3.0,42.0,0.0,25.0,15.0,15.0,1.0,1,0,,,,,,,,,,,,,,
North Garo Hills,Meghalaya,Moderate,28.35,1.505747627,1.505747627,0.0,6.0,32.0,5.333333333333333,10.0,92.0,15.333333333333334,45.0,0.0,0.0,20.0,5.0,5.0,2.0,1,0,,,,,,,,,,,,,,
North Goa,Goa,Moderate,31.25,1.581879791,4.159637042,2.577757251,18.0,67.0,3.7222222222222223,31.0,9.0,0.5,3.0,8.0,0.0,0.0,16.0,18.0,10.0,1,0,,,,,,,,,,,,,,
North Tripura,Tripura,High,39.6,1.542869002,1.542869002,0.0,29.0,117.0,4.0344827586206895,21.0,181.0,6.241379310344827,34.0,10.0,0.0,0.0,21.0,19.0,6.0,1,0,,,,,,,,,,,,,,
North West,Delhi,Moderate,30.12,0.1,0.1,0.0,16.0,48.0,3.0,22.0,51.0,3.1875,33.0,39.0,0.0,25.0,15.0,14.0,0.0,1,0,,,,,,,,,,,,,,
North and Middle Andaman,Andaman & Nicobar Islands,Low,10.19,1.3148171,1.3148171,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1,0,,,,,,,,,,,,,,
Nuapada,Odisha,High,45.55,1.294611131,1.647190051,0.35257892,19.0,648.0,34.10526315789474,365.0,1662.0,87.47368421052632,1025.0,0.0,0.0,22794.0,16.0,3.0,3.0,1,0,,,,,,,,,,,,,,
Nuh,Haryana,Moderate,30.82,0.669910248,0.669910248,0.0,11.0,78.0,7.090909090909091,30.0,53.0,4.818181818181818,51.0,8.0,0.0,0.0,10.0,7.0,0.0,1,0,,,,,,,,,,,,,,
Osmanabad,Unknown,Low,0.0,0.000294936,0.279521656,0.27922672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Pakke Kessang,Arunachal Pradesh,High,36.63,1.721952494,1.745384121,0.023431627,15.0,72.0,4.8,17.0,307.0,20.466666666666665,268.0,31.0,0.0,16.0,12.0,10.0,2.0,1,0,,,,,,,,,,,,,,
Pakur,Jharkhand,Moderate,25.16,3.826048033,3.841519374,0.015471341,3.0,17.0,5.666666666666667,14.0,15.0,5.0,15.0,0.0,0.0,0.0,3.0,2.0,0.0,1,0,,,,,,,,,,,,,,
Palakkad,Kerala,High,50.4,1.885497465,2.435607291,0.550109826,70.0,402.0,5.742857142857143,34.0,1091.0,15.585714285714285,339.0,375.0,40.0,854210.0,59.0,63.0,28.0,1,0,,,,,,,,,,,,,,
Palamu,Jharkhand,Moderate,31.93,1.06308692,1.260455563,0.197368643,9.0,70.0,7.777777777777778,41.0,137.0,15.222222222222221,52.0,5.0,0.0,86.0,8.0,7.0,2.0,1,0,,,,,,,,,,,,,,
Palghar,Maharashtra,High,40.7,0.902972116,2.015211138,1.112239022,35.0,92.0,2.6285714285714286,14.0,592.0,16.914285714285715,312.0,12.0,1.0,2033.0,30.0,31.0,25.0,1,0,,,,,,,,,,,,,,
Pali,Rajasthan,High,45.59,0.391660123,0.420034216,0.028374093,31.0,546.0,17.612903225806452,365.0,1535.0,49.516129032258064,581.0,43.0,0.0,275586.0,29.0,22.0,11.0,1,0,,,,,,,,,,,,,,
Palwal,Haryana,Moderate,32.71,1.788990887,1.788990887,0.0,11.0,78.0,7.090909090909091,30.0,53.0,4.818181818181818,51.0,8.0,0.0,0.0,10.0,7.0,0.0,1,0,,,,,,,,,,,,,,
Panch Mahals,Gujarat,High,44.71,0.388326019,0.963141904,0.574815885,25.0,559.0,22.36,122.0,1545.0,61.8,288.0,40.0,2.0,17890.0,24.0,14.0,9.0,1,0,,,,,,,,,,,,,,
Panchkula,Haryana,High,35.21,0.282076231,0.322349702,0.040273471,25.0,105.0,4.2,30.0,82.0,3.28,51.0,18.0,0.0,0.0,24.0,19.0,4.0,1,0,,,,,,,,,,,,,,
Panipat,Haryana,High,38.03,1.825319296,1.825319296,0.0,20.0,116.0,5.8,30.0,143.0,7.15,64.0,8.0,0.0,1850.0,19.0,14.0,1.0,1,0,,,,,,,,,,,,,,
Panna,Madhya Pradesh,Moderate,33.04,0.741002628,0.90658603,0.165583402,11.0,75.0,6.818181818181818,14.0,200.0,18.181818181818183,90.0,0.0,0.0,40000.0,11.0,5.0,1.0,1,0,,,,,,,,,,,,,,
Papum Pare,Arunachal Pradesh,High,39.48,0.825360946,0.846868747,0.021507801,29.0,108.0,3.7241379310344827,17.0,395.0,13.620689655172415,268.0,39.0,4.0,16.0,25.0,20.0,14.0,1,0,,,,,,,,,,,,,,
Parbhani,Maharashtra,High,50.91,2.980760882,3.612234955,0.631474073,52.0,233.0,4.480769230769231,21.0,2579.0,49.59615384615385,917.0,118.0,0.0,41361.0,46.0,40.0,22.0,1,0,,,,,,,,,,,,,,
Paschim Bardhaman,Unknown,Low,2.94,1.733680898,2.156244683,0.422563785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Pashchim Champaran,Bihar,Very High,63.31,6.360902258,6.581510908,0.22060865,64.0,1281.0,20.015625,365.0,5386.0,84.15625,1025.0,111.0,0.0,1040.0,62.0,19.0,11.0,1,0,,,,,,,,,,,,,,
Pashchimi Singhbhum,Unknown,Low,1.47,0.868185334,0.910148694,0.04196336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Patan,Gujarat,High,46.83,2.596395996,2.72529709,0.128901094,20.0,506.0,25.3,122.0,1238.0,61.9,288.0,40.0,0.0,17876.0,18.0,13.0,10.0,1,0,,,,,,,,,,,,,,
Pathanamthitta,Kerala,High,49.41,0.991725656,1.224907042,0.233181386,75.0,420.0,5.6,34.0,1158.0,15.44,339.0,297.0,11.0,857210.0,62.0,67.0,39.0,1,0,,,,,,,,,,,,,,
Pathankot,Punjab,High,40.51,1.266369538,2.474306677,1.207937139,24.0,160.0,6.666666666666667,30.0,416.0,17.333333333333332,268.0,6.0,0.0,14.0,18.0,17.0,7.0,1,0,,,,,,,,,,,,,,
Patiala,Punjab,High,53.06,4.902063247,4.903037722,0.000974475,53.0,283.0,5.339622641509434,38.0,936.0,17.660377358490567,320.0,88.0,0.0,6601.0,43.0,37.0,10.0,1,0,,,,,,,,,,,,,,
Patna,Bihar,Very High,84.37,18.8206194,20.26981192,1.449192516,71.0,1137.0,16.014084507042252,365.0,4793.0,67.50704225352112,1025.0,51.0,0.0,1690.0,67.0,33.0,17.0,1,0,,,,,,,,,,,,,,
Peddapalli,Telangana,Moderate,26.25,2.597279494,3.699961317,1.102681823,3.0,30.0,10.0,21.0,44.0,14.666666666666666,44.0,0.0,0.0,300.0,2.0,1.0,1.0,1,0,,,,,,,,,,,,,,
Perambalur,Tamil Nadu,High,37.6,0.711461636,0.714228873,0.002767237,15.0,113.0,7.533333333333333,16.0,756.0,50.4,177.0,156.0,0.0,3998.0,14.0,12.0,4.0,1,1,552.3,290.7,89.99,306.8,440.9,-30.42,18.1,21.4,85.3,108.9,962.5,861.9,11.67,0.8926
Peren,Nagaland,Moderate,15.79,0.586486953,0.587829484,0.001342531,3.0,11.0,3.6666666666666665,7.0,2.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1,0,,,,,,,,,,,,,,
Phek,Nagaland,Moderate,16.53,1.966529093,1.968885678,0.002356585,2.0,8.0,4.0,7.0,3.0,1.5,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1,0,,,,,,,,,,,,,,
Pherzawl,Manipur,Moderate,20.34,2.366795306,2.387954764,0.021159458,4.0,28.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1,0,,,,,,,,,,,,,,
Pilibhit,Uttar Pradesh,High,52.72,2.432470279,3.104616978,0.672146699,35.0,807.0,23.057142857142857,365.0,5357.0,153.05714285714285,1313.0,1.0,0.0,10138.0,32.0,14.0,6.0,1,0,,,,,,,,,,,,,,
Pithoragarh,Uttarakhand,High,44.0,0.416580414,0.525534276,0.108953862,27.0,136.0,5.037037037037037,52.0,7491.0,277.44444444444446,5000.0,45.0,15.0,6388.0,27.0,21.0,9.0,1,0,,,,,,,,,,,,,,
Porbandar,Gujarat,High,50.88,4.865917388,5.378579118,0.51266173,28.0,349.0,12.464285714285714,37.0,1042.0,37.214285714285715,202.0,19.0,2.0,10966.0,27.0,18.0,10.0,1,0,,,,,,,,,,,,,,
Prakasam,Andhra Pradesh,High,44.71,0.87865931,1.152408401,0.273749091,33.0,249.0,7.545454545454546,31.0,1624.0,49.21212121212121,338.0,6.0,0.0,77266.0,28.0,23.0,8.0,1,0,,,,,,,,,,,,,,
Pratapgarh,Uttar Pradesh,High,55.83,1.8750944120000002,2.00394966,0.128855248,61.0,1355.0,22.21311475409836,365.0,5998.0,98.32786885245902,1313.0,51.0,0.0,10841.0,55.0,32.0,20.0,1,0,,,,,,,,,,,,,,
Prayagraj,Uttar Pradesh,Very High,65.27,8.027430678,8.8123858,0.784955122,56.0,989.0,17.660714285714285,365.0,6913.0,123.44642857142857,1313.0,47.0,0.0,9703.0,53.0,27.0,16.0,1,0,,,,,,,,,,,,,,
Puducherry,Unknown,Low,1.59,0.939811094,1.760373358,0.820562264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Pudukkottai,Tamil Nadu,High,38.19,0.613684296,0.699430563,0.085746267,18.0,112.0,6.222222222222222,16.0,752.0,41.77777777777778,177.0,156.0,0.0,3028.0,16.0,15.0,4.0,1,1,407.3,350.6,16.17,207.5,406.2,-48.92,7.3,33.1,94.2,97.5,716.3,887.4,-19.28,0.8583
Pulwama,Jammu and Kashmir,High,45.84,2.991682452,3.270901569,0.279219117,32.0,130.0,4.0625,22.0,1139.0,35.59375,350.0,85.0,1.0,13850.0,24.0,20.0,17.0,1,0,,,,,,,,,,,,,,
Punch,Jammu and Kashmir,High,43.52,0.67832765,0.738012141,0.059684491,41.0,149.0,3.6341463414634148,22.0,1228.0,29.951219512195124,350.0,81.0,0.0,13814.0,31.0,26.0,17.0,1,0,,,,,,,,,,,,,,
Pune,Maharashtra,High,51.61,0.01206296,1.079353461,1.091416421,139.0,342.0,2.460431654676259,14.0,3005.0,21.618705035971225,917.0,269.0,12.0,53031.0,120.0,131.0,59.0,1,0,,,,,,,,,,,,,,
Purba Bardhaman,West Bengal,Very High,60.86,8.544541925,8.794297365,0.24975544,30.0,808.0,26.933333333333334,365.0,2157.0,71.9,1025.0,4.0,0.0,802.0,27.0,8.0,3.0,1,0,,,,,,,,,,,,,,
Purba Champaran,Unknown,Moderate,15.9,9.387440533,9.508604013,0.12116348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Purba Medinipur,West Bengal,Very High,75.63,15.47685207,17.52355839,2.04670632,72.0,421.0,5.847222222222222,61.0,3530.0,49.02777777777778,1258.0,195.0,0.0,4920.0,69.0,49.0,9.0,1,0,,,,,,,,,,,,,,
Purbi Singhbhum,Unknown,Low,2.79,1.646993268,1.736697053,0.089703785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Puri,Odisha,High,49.58,0.32180646,18.91181616,18.5900097,42.0,920.0,21.904761904761905,365.0,3468.0,82.57142857142857,1025.0,0.0,0.0,86282.0,39.0,10.0,5.0,1,0,,,,,,,,,,,,,,
Purnia,Bihar,Very High,61.65,6.320814211,6.353941784,0.033127573,51.0,1073.0,21.03921568627451,365.0,5060.0,99.2156862745098,1025.0,0.0,0.0,3021.0,49.0,18.0,10.0,1,0,,,,,,,,,,,,,,
Puruliya,Unknown,Low,0.52,0.307955389,0.817297747,0.509342358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Rae Bareli,Uttar Pradesh,High,56.42,5.186238472,5.209973941,0.023735469,35.0,722.0,20.62857142857143,365.0,3610.0,103.14285714285714,1025.0,33.0,0.0,4423.0,30.0,20.0,11.0,1,0,,,,,,,,,,,,,,
Raichur,Karnataka,High,48.69,0.860016988,1.42584206,0.565825072,58.0,459.0,7.913793103448276,31.0,1499.0,25.844827586206897,308.0,172.0,0.0,9310.0,46.0,52.0,21.0,1,0,,,,,,,,,,,,,,
Raigarh,Maharashtra,High,45.86,0.4338177485,1.6173588145000002,1.1835410659999999,53.0,180.0,3.3962264150943398,14.0,2380.0,44.905660377358494,917.0,179.0,93.0,41280.0,49.0,43.0,23.0,1,0,,,,,,,,,,,,,,
Raipur,Chhattisgarh,High,35.52,0.592452074,1.037598285,0.445146211,26.0,77.0,2.9615384615384617,7.0,106.0,4.076923076923077,41.0,135.0,0.0,42.0,24.0,22.0,15.0,1,0,,,,,,,,,,,,,,
Raisen,Madhya Pradesh,High,37.15,1.304665949,1.851820563,0.547154614,18.0,91.0,5.055555555555555,14.0,277.0,15.38888888888889,90.0,13.0,0.0,2654.0,17.0,9.0,8.0,1,0,,,,,,,,,,,,,,
Rajanna Sircilla,Telangana,Moderate,23.35,0.00114418,0.563623248,0.564767428,4.0,36.0,9.0,21.0,44.0,11.0,44.0,0.0,0.0,300.0,4.0,2.0,2.0,1,0,,,,,,,,,,,,,,
Rajgarh,Madhya Pradesh,High,36.68,0.472826999,0.937282124,0.464455125,20.0,96.0,4.8,14.0,340.0,17.0,158.0,11.0,0.0,2000.0,18.0,14.0,6.0,1,0,,,,,,,,,,,,,,
Rajkot,Gujarat,High,48.98,0.307696507,0.801285355,0.493588848,41.0,722.0,17.609756097560975,122.0,3854.0,94.0,1485.0,74.0,2.0,134743.0,39.0,28.0,13.0,1,0,,,,,,,,,,,,,,
Rajnandgaon,Chhattisgarh,Moderate,28.7,0.248451395,0.602269912,0.353818517,13.0,27.0,2.076923076923077,5.0,78.0,6.0,24.0,25.0,0.0,42.0,12.0,12.0,10.0,1,0,,,,,,,,,,,,,,
Rajouri,Jammu and Kashmir,High,41.79,0.283908485,0.301855404,0.017946919,33.0,136.0,4.121212121212121,22.0,1347.0,40.81818181818182,350.0,80.0,0.0,13832.0,25.0,16.0,17.0,1,0,,,,,,,,,,,,,,
Rajsamand,Rajasthan,High,38.55,0.165414807,0.253865414,0.088450607,14.0,444.0,31.714285714285715,365.0,317.0,22.642857142857142,90.0,0.0,0.0,0.0,13.0,8.0,3.0,1,0,,,,,,,,,,,,,,
Ramanagara,Karnataka,High,39.31,0.955866677,1.21544654,0.259579863,14.0,235.0,16.785714285714285,31.0,617.0,44.07142857142857,198.0,34.0,0.0,9151.0,8.0,10.0,7.0,1,0,,,,,,,,,,,,,,
Ramanathapuram,Tamil Nadu,High,39.71,1.978467591,3.269130248,1.290662657,15.0,107.0,7.133333333333334,16.0,803.0,53.53333333333333,177.0,208.0,0.0,2808.0,14.0,12.0,2.0,1,1,211.3,149.3,41.53,259.1,491.7,-47.31,2.2,51.3,110.8,115.5,583.4,807.8,-27.78,0.8063
Ramban,Jammu and Kashmir,High,40.0,0.444408931,0.754358554,0.309949623,26.0,119.0,4.576923076923077,22.0,912.0,35.07692307692308,350.0,38.0,0.0,11191.0,15.0,10.0,13.0,1,0,,,,,,,,,,,,,,
Ramgarh,Jharkhand,Moderate,23.2,0.438980609,0.955188073,0.516207464,7.0,16.0,2.2857142857142856,7.0,24.0,3.4285714285714284,15.0,16.0,0.0,16.0,6.0,7.0,4.0,1,0,,,,,,,,,,,,,,
Rampur,Uttar Pradesh,High,54.92,4.515924008,4.515924008,0.0,32.0,724.0,22.625,365.0,3665.0,114.53125,1025.0,0.0,0.0,4340.0,30.0,13.0,6.0,1,0,,,,,,,,,,,,,,
Ranchi,Jharkhand,High,35.5,0.465022765,0.833116849,0.368094084,20.0,95.0,4.75,41.0,171.0,8.55,31.0,11.0,0.0,33.0,19.0,18.0,12.0,1,0,,,,,,,,,,,,,,
Ranga Reddy,Telangana,Moderate,29.05,0.085026896,0.412349188,0.327322292,13.0,49.0,3.769230769230769,21.0,45.0,3.4615384615384617,44.0,0.0,0.0,388.0,12.0,11.0,11.0,1,0,,,,,,,,,,,,,,
Ranipet,Tamil Nadu,Moderate,34.63,1.363052135,1.50587668,0.142824545,8.0,78.0,9.75,16.0,575.0,71.875,177.0,156.0,0.0,2738.0,8.0,6.0,1.0,1,0,,,,,,,,,,,,,,
Ratlam,Madhya Pradesh,High,35.31,0.588601194,0.690751655,0.102150461,15.0,85.0,5.666666666666667,14.0,339.0,22.6,158.0,1.0,0.0,2000.0,15.0,9.0,1.0,1,0,,,,,,,,,,,,,,
Ratnagiri,Maharashtra,High,47.12,0.575265044,1.554240455,0.978975411,65.0,194.0,2.9846153846153847,17.0,2244.0,34.52307692307692,917.0,179.0,5.0,31119.0,61.0,54.0,28.0,1,0,,,,,,,,,,,,,,
Rayagada,Odisha,High,46.33,1.449399945,1.514776096,0.065376151,21.0,657.0,31.285714285714285,365.0,1704.0,81.14285714285714,1025.0,0.0,0.0,24072.0,18.0,3.0,4.0,1,0,,,,,,,,,,,,,,
Reasi,Jammu and Kashmir,High,41.27,1.239061446,1.749523708,0.510462262,24.0,117.0,4.875,22.0,1105.0,46.041666666666664,350.0,86.0,0.0,13721.0,19.0,12.0,10.0,1,0,,,,,,,,,,,,,,
Rewa,Madhya Pradesh,High,37.57,0.818756794,0.994456438,0.175699644,21.0,106.0,5.0476190476190474,14.0,307.0,14.619047619047619,90.0,25.0,0.0,40000.0,20.0,13.0,6.0,1,0,,,,,,,,,,,,,,
Rewari,Haryana,Moderate,32.47,0.828055738,0.830835644,0.002779906,14.0,82.0,5.857142857142857,30.0,61.0,4.357142857142857,51.0,8.0,0.0,0.0,13.0,9.0,0.0,1,0,,,,,,,,,,,,,,
Ribhoi,Meghalaya,Moderate,30.25,1.715139198,1.874505797,0.159366599,11.0,30.0,2.727272727272727,10.0,58.0,5.2727272727272725,30.0,2.0,1.0,23.0,8.0,10.0,7.0,1,0,,,,,,,,,,,,,,
Rohtak,Haryana,High,39.0,0.999841319,1.003708527,0.003867208,21.0,151.0,7.190476190476191,38.0,344.0,16.38095238095238,112.0,31.0,0.0,725.0,20.0,14.0,0.0,1,0,,,,,,,,,,,,,,
Rohtas,Bihar,High,54.87,3.872831529,4.672962273,0.800130744,33.0,944.0,28.606060606060606,365.0,4129.0,125.12121212121212,1025.0,0.0,0.0,755.0,32.0,9.0,3.0,1,0,,,,,,,,,,,,,,
Rudraprayag,Uttarakhand,High,39.57,1.403054602,1.443384607,0.040330005,19.0,30.0,1.5789473684210527,7.0,5194.0,273.36842105263156,5000.0,83.0,31.0,1095.0,18.0,14.0,13.0,1,0,,,,,,,,,,,,,,
Rupnagar,Punjab,High,56.66,8.05958884,8.530840592,0.471251752,41.0,241.0,5.878048780487805,30.0,843.0,20.5609756097561,320.0,22.0,0.0,6534.0,34.0,27.0,8.0,1,0,,,,,,,,,,,,,,
Sabar Kantha,Gujarat,High,44.29,0.326713001,0.981927574,0.655214573,28.0,456.0,16.285714285714285,120.0,1310.0,46.785714285714285,202.0,15.0,0.0,1799.0,28.0,14.0,6.0,1,0,,,,,,,,,,,,,,
Sagar,Madhya Pradesh,High,38.97,0.654643181,0.895085498,0.240442317,25.0,113.0,4.52,14.0,477.0,19.08,158.0,19.0,0.0,41955.0,24.0,18.0,5.0,1,0,,,,,,,,,,,,,,
Saharanpur,Uttar Pradesh,High,53.49,2.685129434,2.705190205,0.020060771,36.0,819.0,22.75,365.0,5977.0,166.02777777777777,1313.0,32.0,3.0,13122.0,35.0,15.0,6.0,1,0,,,,,,,,,,,,,,
Saharsa,Bihar,Very High,65.62,8.19729709,8.841447371,0.644150281,55.0,1274.0,23.163636363636364,365.0,5056.0,91.92727272727272,1025.0,30.0,0.0,1005.0,52.0,13.0,8.0,1,0,,,,,,,,,,,,,,
Sahibganj,Unknown,Low,9.73,5.74321916,8.050315684,2.307096524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Sahibzada Ajit Singh Nagar,Punjab,High,38.48,0.10224824,0.112972873,0.010724633,26.0,139.0,5.346153846153846,26.0,406.0,15.615384615384615,268.0,10.0,0.0,0.0,20.0,19.0,8.0,1,0,,,,,,,,,,,,,,
Saiha,Unknown,Low,5.0,2.951687412,2.96841934,0.016731928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Salem,Tamil Nadu,High,37.93,0.70281148,1.698807354,0.995995874,16.0,103.0,6.4375,16.0,909.0,56.8125,200.0,179.0,0.0,4026.0,13.0,12.0,6.0,1,1,484.7,440.6,10.01,341.9,370.5,-7.72,15.4,16.0,179.2,170.8,1021.2,997.9,2.33,0.8094
Samastipur,Bihar,Very High,75.97,14.37494456,14.7707354,0.395790839,57.0,1177.0,20.649122807017545,365.0,4888.0,85.75438596491227,1025.0,100.0,0.0,1316.0,54.0,18.0,11.0,1,0,,,,,,,,,,,,,,
Samba,Jammu and Kashmir,High,38.09,0.63000495,0.669356657,0.039351707,17.0,105.0,6.176470588235294,22.0,890.0,52.35294117647059,350.0,5.0,0.0,11185.0,14.0,7.0,4.0,1,0,,,,,,,,,,,,,,
Sambalpur,Odisha,High,48.71,0.653957274,1.95082885,1.296871576,36.0,748.0,20.77777777777778,365.0,3089.0,85.80555555555556,1025.0,0.0,0.0,53665.0,33.0,11.0,6.0,1,0,,,,,,,,,,,,,,
Sambhal,Uttar Pradesh,High,50.26,2.00812794,2.052578084,0.044450144,30.0,700.0,23.333333333333332,365.0,3581.0,119.36666666666666,1025.0,46.0,0.0,3952.0,28.0,16.0,8.0,1,0,,,,,,,,,,,,,,
Sangareddy,Telangana,Moderate,30.05,0.005164143,1.457531752,1.462695895,10.0,73.0,7.3,30.0,93.0,9.3,49.0,9.0,0.0,7033.0,9.0,8.0,8.0,1,0,,,,,,,,,,,,,,
Sangli,Maharashtra,High,41.73,0.444899405,0.816411266,0.371511861,32.0,123.0,3.84375,14.0,1405.0,43.90625,917.0,25.0,4.0,29390.0,25.0,26.0,14.0,1,0,,,,,,,,,,,,,,
Sangrur,Punjab,High,45.75,2.448919322,2.448919322,0.0,32.0,226.0,7.0625,38.0,781.0,24.40625,320.0,12.0,0.0,6515.0,25.0,23.0,7.0,1,0,,,,,,,,,,,,,,
Sant Kabir Nagar,Uttar Pradesh,High,57.09,5.995956962,6.190358252,0.19440129,31.0,706.0,22.774193548387096,365.0,3384.0,109.16129032258064,1025.0,12.0,0.0,4032.0,27.0,17.0,10.0,1,0,,,,,,,,,,,,,,
Saraikela-kharsawan,Jharkhand,Low,13.87,0.297198097,1.982457722,1.685259625,2.0,3.0,1.5,2.0,15.0,7.5,15.0,0.0,0.0,0.0,2.0,2.0,0.0,1,0,,,,,,,,,,,,,,
Saran,Bihar,Very High,72.08,12.38481824,13.6847545,1.299936265,52.0,1135.0,21.826923076923077,365.0,4840.0,93.07692307692308,1025.0,10.0,0.0,1052.0,49.0,15.0,11.0,1,0,,,,,,,,,,,,,,
Satara,Maharashtra,High,43.31,0.003020396,0.886672906,0.88365251,51.0,165.0,3.235294117647059,14.0,1017.0,19.941176470588236,302.0,141.0,12.0,12516.0,41.0,43.0,20.0,1,0,,,,,,,,,,,,,,
Satna,Madhya Pradesh,Moderate,33.73,0.006627683,0.676054775,0.682682458,14.0,87.0,6.214285714285714,14.0,274.0,19.571428571428573,90.0,0.0,0.0,40000.0,14.0,9.0,2.0,1,0,,,,,,,,,,,,,,
Sawai Madhopur,Rajasthan,High,45.98,1.488231909,1.752297609,0.2640657,25.0,530.0,21.2,365.0,1184.0,47.36,581.0,1043.0,0.0,208772.0,23.0,15.0,6.0,1,0,,,,,,,,,,,,,,
Sehore,Madhya Pradesh,High,39.01,0.865128872,1.308962201,0.443833329,23.0,119.0,5.173913043478261,14.0,455.0,19.782608695652176,158.0,8.0,0.0,2654.0,21.0,16.0,10.0,1,0,,,,,,,,,,,,,,
